incident,command,service name,expansion
0,c:\program files\trassir-4.0\watchdog-vc120.exe -service watchdog-t1daemon.config,Acpi Bridge Service,sys
1,-,MobiVBoxSup,sys
0,c:\program files (x86)\tensor company ltd\sbis3plugin\sbis3plugin.exe --library sbis-desktop-loader.dll --ep desktopentrypoint --name sbis3plugin --daemon --configuration_path=sbis-service.ini --rpc_service_name sbis3plugin --output_file c:\programdata\\sbis3plugin\logs\service_daemon.log,\qGpMlVha,exe
0,C:\Scripts\User_and_FIL_User_Changes_From_SQL\User_and_FIL_User_Changes_From_SQL.ps1,RDPDR,sys
1,C:\Windows\System32\drivers\Synth3dVsc.sys,Neo_VPN2,sys
1,c:\program files (x86)\common files\acronis\cdp\afcdpsrv.exe,Qmatic Platform,exe
0,C:\Windows\System32\drivers\ndiswan.sys,applockerfltr,sys
0,C:\rpa\rpa.reports_on_individuals\venv\Scripts\pythonw.exe,GpuEnergyDrv,sys
0,systemroot%\system32\driverstore\filerepository\igcc_dch.inf_amd64_5fe59c8bd61484b0\oneapp.igcc.winservice.exe,klbackupflt.KES-21-9,sys
1,C:\Program Files\Avast Software\Avast\wsc_proxy.exe,WiseFs,sys
1,systemroot\system32\driverstore\filerepository\ialpss2_gpio2_skl.inf_amd64_1148ebcc57240729\ialpss2_gpio2_adl.sys,\COPY&LOG2,bat
0,c:\program files\common files\acronis\agent\aakore.exe run,RasAcd,sys
1,C:\Program Files (x86)\MERCUSYS\MU6H_1.0\AutoInstSvc\WifiAutoInstallSrv.exe,\SIEM\Export AD Users Accounts,ps1
0,c:\mfa\psscripts\sum_to_prometheus.ps1,WdNisSvc,exe
0,C:\Scripts\test\attribs.ps1,Windows: Adobe Acrobat Update Service,exe
0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_aeff025f0108fb44\ASUSSystemAnalysis\AsusSystemAnalysis.exe -j0. ,tsusbhub,sys
0,C:\Program Files\CCleaner\CCleanerBugReport.exe --product 90 --send dumps|report --path C:\Program Files\CCleaner\LOG --programpath C:\Program Files\CCleaner --configpath C:\Program Files\CCleaner\Setup --guid 0737ba99-1c85-4960-8295-731f992f2457 --version 6.04.10044 --silent,AcpiPmi,sys
0,C:\Windows\System32\drivers\hidbth.sys,\Update for Yandex Telemost,sys
0,C:\Temp\eq-prod_script\eq-prod_script.exe,\HP Thunderbolt Dock G2 schedular task,exe
1,systemroot\system32\drivers\esif_lf.sys,\restart-salt-minion,EXE
0,C:\Windows\System32\drivers\intelpmax.sys,\Update for Yandex Telemost,exe
0,/delete /f /tn \Microsoft\Windows\PLA\System\{0BDADDD2-3BDF-48A0-B2AC-8044B253505F}_System Performance,BthMini,sys
0,-,elevation_service.exe,exe
1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File C:\autoStartDockerScripts\startDocker.ps1,\ZUserix\Get certificates,ps1
1,c:\program files\acronis\arsm\arsm.exe,\Запуск скрипта EQ-prod,ps1
1,\systemroot\system32\drivers\tib_mounter.sys,zpmon_drv,exe
1,%systemroot%\pUtFWizt.exe,\Generate application links task,sls
0,C:\ProgramData\DatacardService\DCService.exe,Microsoft Edge Elevation Service,exe
0,C:\Users\kaluzhnikovdn\Downloads\Setup.RemoteDesktopManager.2022.3.29.0.exe /exenoupdates  /forcecleanup  /wintime 1673254600 /exelang 1033 /prereqs 0,MBAMWebProtection,sys
1,C:\Temp\Bat\COPY_FILES_BIC.bat,rpa.reports_on_individuals,exe
1,C:\Distr\Scripts\Robot\01 Выдача кредитов ФЛ.vbs,QHProtected,exe
0,system32\drivers\rsfx0423.sys,regsrvc.exe,exe
0,-,\comp\PROD\GetOfficeElar,-
0,c:\users\user~1\appdata\local\temp\2\d4cded48-9e3e-4f13-9bdd-402176cf7448\nic_mellanox_cx6_firmware\mst64.sys,Windows ABBYY FineReader 15 Licensing Service,exe
0,c:\program files (x86)\google\update\googleupdate.exe /medsvc,Ndu,sys
1,C:\Windows\System32\drivers\Acx01000.sys,P9RdrService_be0f1,bat
1,powershell.exe —NoProfile -command gci 'E:\APP\IS4\logs' -Include '*.json' -Recurse | ? LastWriteTime -LT (Get-Date).AddDays(-90) | Remove-Item.,Bonjour Service,exe
